City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,City Weather
338,Bolshevik,BY,54.0065,27.5692,44.22,70,100,15.43,light rain
339,Weener,DE,53.1667,7.35,53.96,78,99,6.73,overcast clouds
340,Broken Hill,AU,-31.95,141.4333,54.86,45,0,17.81,clear sky
341,Bida,NG,9.0833,6.0167,83.88,65,67,4.94,broken clouds
342,San Quintin,MX,30.4833,-115.95,62.38,83,45,10.65,scattered clouds
343,Safaga,EG,26.7292,33.9365,80.22,57,0,17.58,clear sky
344,Yerbogachen,RU,61.2767,108.0108,34.92,75,100,11.54,overcast clouds
345,Ust-Maya,RU,60.4167,134.5333,18.54,99,90,3.09,overcast clouds
346,Port Moresby,PG,-9.4431,147.1797,75.74,88,82,4.09,broken clouds
347,Merauke,ID,-8.4667,140.3333,78.48,76,75,13.11,broken clouds
348,Krasnoselkup,RU,65.7,82.4667,32.05,98,100,13.62,light snow
349,Znamenskoye,RU,57.1281,73.8282,48.31,81,93,13.33,overcast clouds
350,Masunga,BW,-20.6246,27.4488,95.65,14,62,11.77,broken clouds
351,Soledar,UA,48.6794,38.089,51.98,80,100,10.18,light rain
352,Boz,FR,46.4071,4.9109,59.85,56,2,5.17,clear sky
353,Mount Gambier,AU,-37.8333,140.7667,46.08,93,12,5.77,few clouds
354,Labuhan,ID,-6.8844,112.2051,81.16,77,100,6.53,overcast clouds
355,Kenai,US,60.5544,-151.2583,41.14,93,75,8.05,broken clouds
356,Bondoukou,CI,8.0333,-2.8,83.46,71,99,3.53,light rain
357,Avera,US,33.194,-82.5271,66.07,57,0,6.38,clear sky
358,Cururupu,BR,-1.8283,-44.8683,90.55,51,100,7.52,overcast clouds
359,Diffa,NE,13.3154,12.6113,98.13,11,17,13.2,few clouds
360,Quatre Cocos,MU,-20.2078,57.7625,76.08,77,27,10.04,scattered clouds
361,Alyangula,AU,-13.8483,136.4192,81.23,82,18,6.29,few clouds
362,Catamarca,AR,-28.4696,-65.7852,81.05,55,0,11.01,clear sky
363,Bafoulabe,ML,13.8065,-10.8321,87.67,59,96,4.79,overcast clouds
364,Pisco,PE,-13.7,-76.2167,64.02,82,8,7.47,clear sky
365,Canavieiras,BR,-15.675,-38.9472,77.36,90,100,7.87,light rain
366,Fare,PF,-16.7,-151.0167,75.16,83,100,4.29,light rain
367,Shimoda,JP,34.6667,138.95,53.1,66,84,13.82,broken clouds
368,Kirkland Lake,CA,48.1446,-80.0377,34.48,75,100,6.33,overcast clouds
369,Hendek,TR,40.7994,30.7481,62.92,60,3,2.17,clear sky
370,Tessalit,ML,20.1986,1.0114,99.54,10,10,5.68,clear sky
371,Pyapon,MM,16.2833,95.6833,76.53,88,82,0.67,broken clouds
372,Necochea,AR,-38.5473,-58.7368,68.04,52,76,12.59,broken clouds
373,Princeton,US,25.5384,-80.4089,86.02,82,90,8.05,overcast clouds
374,Wajir,KE,1.7471,40.0573,91.72,32,4,11.72,clear sky
375,Bani Walid,LY,31.7566,13.9942,89.91,17,100,8.23,overcast clouds
376,Kirakira,SB,-10.4544,161.9205,78.64,86,24,6.78,few clouds
377,Olafsvik,IS,64.8945,-23.7142,45.61,91,99,10.65,overcast clouds
378,Hammond,US,41.5834,-87.5,52.5,63,1,1.99,clear sky
379,Levelland,US,33.5873,-102.378,67.19,59,76,15.79,broken clouds
380,Middelburg,ZA,-25.7751,29.4648,86.76,13,4,19.93,clear sky
381,Sterling,US,39.0062,-77.4286,62.28,77,90,3.44,overcast clouds
382,Boca Raton,US,26.3587,-80.0831,85.05,90,75,4.61,mist
383,Ndele,CF,8.4109,20.6473,81.03,74,76,1.16,light rain
384,Wellington,NZ,-41.2866,174.7756,56.66,83,100,3.0,overcast clouds
385,Helsinki,FI,60.1695,24.9355,37.04,80,75,8.99,broken clouds
386,Hurricane,US,37.1753,-113.2899,60.6,38,100,3.27,overcast clouds
387,Abu Dhabi,AE,24.4667,54.3667,87.91,62,0,11.5,clear sky
388,Hambantota,LK,6.1241,81.1185,80.94,89,20,3.44,few clouds
389,Pamplona,ES,42.8169,-1.6432,66.11,34,0,2.3,clear sky
390,Boma,GH,7.0805,-2.1697,81.93,87,86,2.01,moderate rain
391,Southbridge,US,42.0751,-72.0334,57.31,69,97,5.88,overcast clouds
392,George Town,MY,5.4112,100.3354,81.9,86,40,0.0,moderate rain
393,Tabas,IR,33.5959,56.9244,64.42,13,0,4.7,clear sky
394,Radolfzell,DE,47.7333,8.9667,58.28,56,5,7.92,clear sky
395,Lorengau,PG,-2.0226,147.2712,80.89,81,96,7.83,overcast clouds
396,Kamenka,RU,51.3223,42.7678,55.69,68,100,15.88,light rain
397,Batemans Bay,AU,-35.7167,150.1833,65.98,95,100,8.05,overcast clouds
398,Evensk,RU,61.95,159.2333,10.15,74,99,9.17,overcast clouds
399,Araras,BR,-22.3569,-47.3842,90.63,23,0,9.48,clear sky
400,Kadoma,JP,34.7333,135.5833,58.98,60,1,4.61,clear sky
401,Pergamino,AR,-33.89,-60.5736,67.17,70,89,14.2,overcast clouds
402,Nouadhibou,MR,20.931,-17.0347,69.6,79,0,19.8,clear sky
403,Krasnozerskoye,RU,53.9828,79.2374,47.03,63,98,18.3,overcast clouds
404,Phan Thiet,VN,10.9333,108.1,77.54,88,100,2.95,overcast clouds
405,Sibolga,ID,1.7427,98.7792,78.46,88,97,1.83,overcast clouds
406,Bull Savanna,JM,17.8868,-77.5902,82.56,68,70,13.49,broken clouds
407,Khor,RU,47.8861,134.9464,38.84,72,2,9.82,clear sky
408,Alghero,IT,40.5589,8.3181,73.49,60,0,8.05,clear sky
409,Glyadyanskoye,RU,54.9075,65.0883,50.23,73,29,15.3,scattered clouds
410,Beni Suef,EG,29.0731,31.0979,80.46,33,0,12.3,clear sky
411,Camana,PE,-16.6228,-72.7111,66.0,70,52,10.42,broken clouds
412,Baykit,RU,61.67,96.37,33.46,86,99,10.11,overcast clouds
413,Kollam,IN,8.8833,76.6,80.47,87,96,2.86,overcast clouds
414,Guerrero Negro,MX,27.9769,-114.0611,66.69,76,5,14.12,clear sky
415,Saint-Francois,FR,46.4154,3.9054,58.68,56,75,4.61,broken clouds
416,Itarema,BR,-2.9248,-39.9167,89.96,51,82,15.23,broken clouds
417,Inza,RU,53.8533,46.3586,47.17,49,85,8.41,overcast clouds
418,Muzhi,RU,65.3667,64.6667,31.8,79,85,11.36,overcast clouds
419,Gambela,ET,8.25,34.5833,83.77,57,37,2.19,scattered clouds
420,Kongsberg,NO,59.6652,9.6465,47.26,63,72,3.27,broken clouds
421,Chernyshevskiy,RU,63.0128,112.4714,31.84,78,100,11.56,overcast clouds
422,North Platte,US,41.1239,-100.7654,41.38,84,75,10.36,broken clouds
423,Dunedin,NZ,-45.8742,170.5036,53.8,82,100,11.99,light rain
424,Wadi Maliz,TN,36.4681,8.5495,76.37,52,99,8.28,overcast clouds
425,Hovd,MN,48.0056,91.6419,38.57,49,100,4.16,overcast clouds
426,Wanning,CN,18.8003,110.3967,70.66,87,99,11.77,overcast clouds
427,Jaque,PA,7.5175,-78.1703,81.72,78,42,4.79,light rain
428,Artyom,AZ,40.4723,50.333,59.14,71,0,6.64,clear sky
429,Stara Synyava,UA,49.6032,27.6191,46.58,45,9,11.61,clear sky
430,Jeremoabo,BR,-10.075,-38.4808,88.07,50,100,4.85,overcast clouds
431,Dromolaxia,CY,34.8761,33.586,78.46,45,20,11.5,few clouds
432,Llandrindod Wells,GB,52.2416,-3.3787,53.29,79,100,12.53,overcast clouds
433,Montalvo,EC,-1.8,-79.3333,80.02,75,96,2.06,overcast clouds
434,Coihaique,CL,-45.5752,-72.0662,50.61,50,20,9.22,few clouds
435,Boa Vista,BR,2.8197,-60.6733,87.78,55,75,11.5,broken clouds
436,Beringovskiy,RU,63.05,179.3167,11.57,76,46,11.21,scattered clouds
437,Roura,GF,4.7263,-52.3274,85.96,89,75,9.22,broken clouds
438,Shirokiy,RU,49.758,129.523,37.49,79,2,7.07,clear sky
439,Independence,US,39.0911,-94.4155,53.71,76,75,10.36,broken clouds
440,Vengerovo,RU,55.6848,76.7471,48.27,73,100,15.43,overcast clouds
441,Ust-Kan,RU,50.9276,84.761,28.4,68,71,11.5,snow
442,Mozarlandia,BR,-14.7447,-50.5706,95.45,35,91,8.41,overcast clouds
443,Vikhorevka,RU,56.1201,101.1636,35.19,85,90,4.29,overcast clouds
444,Boende,CD,-0.2167,20.8667,81.63,74,100,2.42,overcast clouds
445,Benalla,AU,-36.55,145.9833,48.97,86,0,7.81,clear sky
446,Iqaluit,CA,63.7506,-68.5145,25.7,86,91,1.99,overcast clouds
447,Krasnyy Chikoy,RU,50.3643,108.7512,32.09,62,10,2.46,clear sky
448,Ambon,ID,-3.6954,128.1814,81.32,78,95,3.74,overcast clouds
449,Naze,JP,28.3667,129.4833,67.46,76,81,19.26,broken clouds
450,Saint-Louis,SN,16.3333,-15.0,99.68,11,3,6.42,clear sky
451,Abashiri,JP,44.0213,144.2697,39.07,82,7,8.48,clear sky
452,Rock Sound,BS,24.9,-76.2,80.15,81,100,12.66,overcast clouds
453,Dalvik,IS,65.9702,-18.5286,42.26,98,100,1.74,overcast clouds
454,Montecristi,EC,-1.05,-80.6667,73.22,83,90,8.05,overcast clouds
455,Dicabisagan,PH,17.0818,122.4157,77.76,88,100,4.61,overcast clouds
456,Sechura,PE,-5.5569,-80.8222,70.16,70,100,9.69,overcast clouds
457,Sungaipenuh,ID,-2.0833,101.3833,66.11,96,71,1.3,broken clouds
458,Askino,RU,56.0901,56.5783,44.55,74,61,9.8,broken clouds
459,San Policarpo,PH,12.1791,125.5072,81.07,82,100,8.01,overcast clouds
460,Townsville,AU,-19.25,146.8,77.88,78,75,9.22,broken clouds
461,Padang,ID,-0.9492,100.3543,77.05,89,79,4.85,broken clouds
462,Zaplavnoye,RU,48.7048,45.0229,53.46,62,100,7.81,light rain
463,Dhidhdhoo,MV,6.8833,73.1,81.73,79,100,14.03,moderate rain
464,Zabaykalsk,RU,49.6333,117.3167,32.32,65,0,3.24,clear sky
465,Kahului,US,20.8947,-156.47,74.84,91,55,4.0,broken clouds
466,Shepetivka,UA,50.1855,27.0637,44.65,57,23,11.79,few clouds
467,Perth,AU,-31.9333,115.8333,61.66,77,0,9.22,clear sky
468,Chalus,IR,36.655,51.4204,62.06,82,0,2.3,clear sky
469,Grandola,PT,38.1772,-8.5668,69.35,29,70,1.88,broken clouds
470,Vao,NC,-22.6667,167.4833,72.1,78,92,14.97,overcast clouds
471,Yarada,IN,17.65,83.2667,84.52,74,75,2.3,mist
472,Grindavik,IS,63.8424,-22.4338,46.87,100,75,13.8,light intensity drizzle
473,Kangaatsiaq,GL,68.3065,-53.4641,29.8,89,100,11.36,light snow
474,Hit,IQ,33.6416,42.8251,78.12,22,33,2.8,scattered clouds
475,Gamba,GA,-2.65,10.0,79.52,74,85,7.54,overcast clouds
476,Campeche,MX,19.0,-90.5,82.69,68,90,3.74,overcast clouds
477,Cervo,ES,43.6702,-7.4101,68.2,61,100,2.33,overcast clouds
478,Ahuimanu,US,21.4447,-157.8378,76.71,74,20,13.8,few clouds
479,Soe,ID,-9.8607,124.284,68.99,88,99,2.93,overcast clouds
480,Tanete,ID,-3.9443,119.7848,76.75,91,67,1.05,broken clouds
481,Araouane,ML,18.9048,-3.5265,96.03,15,21,2.44,few clouds
482,Kudahuvadhoo,MV,2.6708,72.8944,82.72,73,14,13.27,few clouds
483,Hirara,JP,24.8,125.2833,76.05,64,78,20.13,broken clouds
484,Middlebury,US,44.0153,-73.1673,47.55,70,100,3.89,overcast clouds
485,Santa Cruz,BO,-17.8,-63.1667,89.65,55,40,27.63,smoke
486,San Ramon,US,37.7799,-121.978,56.21,92,75,1.01,broken clouds
487,Buraydah,SA,26.326,43.975,86.92,12,0,9.44,clear sky
488,Kloulklubed,PW,7.0419,134.2556,77.5,72,100,4.12,overcast clouds
489,Wahpeton,US,46.2652,-96.6059,41.72,87,1,6.91,clear sky
490,Rahuri,IN,19.3833,74.65,76.55,47,44,7.0,scattered clouds
491,Davila,PH,18.4726,120.5763,80.28,82,97,18.28,overcast clouds
492,Moses Lake,US,47.1301,-119.2781,46.18,87,90,6.91,overcast clouds
493,Bosaso,SO,11.2842,49.1816,81.55,55,4,5.41,clear sky
494,Oranjestad,AW,12.524,-70.027,89.55,58,20,23.02,few clouds
495,Antofagasta,CL,-23.65,-70.4,61.88,64,30,10.74,scattered clouds
496,Guangyuan,CN,32.442,105.823,55.83,91,100,2.44,overcast clouds
497,Dudinka,RU,69.4058,86.1778,18.09,96,99,6.87,light snow
498,Champerico,GT,14.3,-91.9167,88.75,80,81,3.91,broken clouds
499,Taksimo,RU,56.3444,114.8794,31.3,74,100,2.39,overcast clouds
500,Nagydobos,HU,48.0576,22.3042,53.64,47,98,3.91,overcast clouds
501,Saint Simons,US,31.1352,-81.3901,77.04,53,1,9.22,clear sky
502,Magadan,RU,59.5667,150.8,24.28,76,90,12.93,overcast clouds
503,Ballina,AU,-28.8667,153.5667,70.79,92,4,10.67,clear sky
504,Tapah,MY,4.2004,101.2598,75.27,97,100,4.12,overcast clouds
505,Pombia,IT,45.653,8.6336,65.32,67,19,1.14,few clouds
506,Zhangjiakou,CN,40.81,114.8794,43.99,39,0,2.1,clear sky
507,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.16,79,88,5.06,overcast clouds
508,Atambua,ID,-9.1061,124.8925,77.11,83,99,1.19,overcast clouds
509,Zhicheng,CN,30.2956,111.5047,54.93,53,6,4.14,light rain
510,Yongan,CN,39.6957,113.6871,42.87,59,63,2.89,broken clouds
511,Port-Cartier,CA,50.0334,-66.8654,48.42,94,100,4.74,overcast clouds
512,Anloga,GH,5.7947,0.8973,80.47,78,100,7.99,moderate rain
513,Horn Lake,US,34.9554,-90.0348,66.18,72,20,8.01,few clouds
514,Bitkine,TD,11.9801,18.2138,96.44,19,22,3.49,few clouds
515,Tura,IN,25.5198,90.2201,67.28,89,0,3.18,clear sky
516,Rocha,UY,-34.4833,-54.3333,65.14,59,100,0.67,moderate rain
517,Villa Bruzual,VE,9.3328,-69.1208,85.69,61,49,4.09,scattered clouds
518,Half Moon Bay,US,37.4636,-122.4286,57.7,92,90,1.01,mist
519,Les Cayes,HT,18.2,-73.75,85.89,63,27,12.93,scattered clouds
520,Mala,PE,-12.6581,-76.6308,68.0,70,55,7.78,broken clouds
521,Saint-Pierre,RE,-21.3393,55.4781,78.48,78,90,5.75,light rain
522,Durango,MX,24.8333,-104.8333,62.44,54,0,4.81,clear sky
523,La Solana,ES,38.9442,-3.2381,69.51,32,0,6.8,clear sky
524,Sembe,CG,1.6481,14.5806,78.3,87,70,3.36,light rain
525,Elizabeth City,US,36.2946,-76.2511,71.65,89,1,1.01,clear sky
526,Mwene-Ditu,CD,-7.0,23.45,84.25,50,92,5.37,overcast clouds
527,Haines Junction,CA,60.7522,-137.5108,28.35,99,100,1.81,overcast clouds
528,Gairatganj,IN,23.4202,78.2385,69.93,53,0,0.98,clear sky
529,Barcelona,ES,41.3888,2.159,74.3,63,20,1.01,few clouds
530,Honningsvag,NO,70.9821,25.9704,35.2,84,99,13.67,light rain
531,Boguchany,RU,58.3814,97.4531,37.24,62,100,11.03,overcast clouds
532,Souillac,MU,-20.5167,57.5167,76.35,76,3,11.14,clear sky
533,Ucluelet,CA,48.9329,-125.5528,50.31,92,100,3.0,light rain
534,Jinchang,CN,38.4953,102.1739,48.4,56,0,3.6,clear sky
535,Bukama,CD,-9.2,25.85,93.83,31,47,3.09,scattered clouds
536,Roald,NO,62.5833,6.1333,46.54,61,0,10.36,clear sky
537,Broome,US,42.2506,-75.833,48.58,76,90,1.01,overcast clouds
538,Hirado,JP,33.3597,129.5531,62.47,59,0,15.52,clear sky
539,Pailon,BO,-17.65,-62.75,91.08,32,9,21.83,clear sky
540,Irbil,IQ,36.1926,44.0106,71.42,16,0,6.91,clear sky
541,Hershey,US,40.2859,-76.6503,57.81,79,90,1.99,overcast clouds
542,Kiama,AU,-34.6833,150.8667,64.58,93,81,5.01,broken clouds
543,Belaya Gora,RU,68.5333,146.4167,-12.95,97,70,3.49,broken clouds
544,Kieta,PG,-6.2167,155.6333,79.0,81,5,4.29,clear sky
545,Yumen,CN,40.2833,97.2,45.12,37,72,13.51,broken clouds
546,Tezu,IN,27.9167,96.1667,70.77,80,4,3.51,clear sky
547,Vostok,RU,46.4856,135.8833,30.4,86,0,6.02,clear sky
548,Xuddur,SO,4.1213,43.8894,79.52,62,78,5.23,broken clouds
549,Bardiyah,LY,31.7561,25.0865,72.93,52,0,7.99,clear sky
550,Portland,US,45.5234,-122.6762,53.15,94,90,1.01,mist
551,Sioux Lookout,CA,50.1001,-91.917,35.67,100,75,6.91,light intensity drizzle
552,Alta Floresta,BR,-9.8756,-56.0861,93.74,43,83,2.62,broken clouds
553,Byron Bay,AU,-28.65,153.6167,71.87,94,5,16.64,clear sky
554,Opuwo,NA,-18.0607,13.84,92.32,9,3,12.08,clear sky
555,Asau,RO,46.4333,26.4,56.95,47,3,5.93,clear sky
556,Hennenman,ZA,-27.9765,27.0242,81.72,8,0,21.21,clear sky
557,La Tuque,CA,47.4334,-72.7824,39.4,60,100,3.76,overcast clouds
558,Sakakah,SA,29.9697,40.2064,80.33,22,4,5.53,clear sky
559,Ylivieska,FI,64.0833,24.55,35.31,95,94,2.37,overcast clouds
560,Brae,GB,60.3964,-1.353,49.91,89,100,25.97,overcast clouds
561,Solnechnyy,RU,50.7214,136.6319,33.53,85,0,3.47,clear sky
562,Nebbi,UG,2.4783,31.0889,75.49,75,73,3.87,light rain
563,Svoge,BG,42.9667,23.35,64.26,92,99,2.13,overcast clouds
564,Buritis,BR,-15.6178,-46.4233,94.93,32,11,2.15,few clouds
565,Nyzhni Sirohozy,UA,46.8484,34.3804,54.21,76,100,2.55,overcast clouds
566,Storslett,NO,69.7678,21.0247,24.49,75,95,9.6,overcast clouds
567,Pacifica,US,37.6138,-122.4869,57.52,92,75,1.01,mist
568,Kalianget,ID,-7.05,113.9333,84.27,68,100,4.45,overcast clouds
569,Nurota,UZ,40.5614,65.6886,51.89,38,5,9.89,clear sky
570,Muros,ES,42.7762,-9.0603,64.99,77,100,3.27,light rain
571,Zalantun,CN,48.0,122.7167,40.62,54,0,4.27,clear sky
572,Pafos,CY,34.7667,32.4167,73.31,60,20,13.8,few clouds
573,Gubbio,IT,43.3545,12.5725,64.96,58,66,8.01,broken clouds
574,San Matias,BO,-16.3667,-58.4,101.53,31,27,12.3,scattered clouds
575,Warmbad,NA,-28.45,18.7333,60.82,51,77,9.73,broken clouds
576,Lodwar,KE,3.1191,35.5973,93.72,27,16,15.05,few clouds
577,Ust-Tsilma,RU,65.441,52.1498,26.85,89,11,7.11,few clouds
578,Meulaboh,ID,4.1363,96.1285,78.46,85,88,2.48,overcast clouds
579,Cap Malheureux,MU,-19.9842,57.6142,76.46,71,3,5.99,clear sky
580,Leh,IN,34.1667,77.5833,33.3,88,99,3.38,light snow
581,Nova Olinda Do Norte,BR,-3.8881,-59.0942,96.53,41,93,4.43,overcast clouds
582,Karagay,RU,58.2667,54.9368,41.27,76,87,10.69,overcast clouds
583,Bafata,GW,12.1667,-14.75,92.84,44,74,3.22,broken clouds
584,Garowe,SO,8.4054,48.4845,87.64,29,3,8.59,clear sky
585,Mecca,SA,21.4267,39.8261,88.57,43,0,10.67,clear sky
586,Maniwaki,CA,46.3834,-75.966,39.92,61,100,0.51,overcast clouds
587,Aklavik,CA,68.2191,-135.0107,23.97,93,56,11.14,broken clouds
588,Marquette,US,46.5333,-87.6335,46.81,77,59,8.41,broken clouds
589,Khuzhir,RU,53.1939,107.3397,41.81,72,32,4.99,scattered clouds
590,Todos Santos,MX,23.45,-110.2167,76.75,85,60,6.78,broken clouds
591,Namatanai,PG,-3.6667,152.4333,79.36,80,50,7.36,scattered clouds
592,Maryville,US,35.7565,-83.9705,62.19,74,20,1.01,few clouds
593,Matay,EG,28.419,30.7792,80.26,34,0,15.05,clear sky
594,Starkville,US,33.4504,-88.8184,64.06,78,0,5.53,clear sky
595,Erdenet,MN,49.0333,104.0833,32.34,48,44,2.33,scattered clouds
596,Cookeville,US,36.1628,-85.5016,59.92,81,1,3.0,clear sky
597,Verkhoyansk,RU,67.5447,133.385,-0.58,100,99,2.17,overcast clouds
598,Haapiti,PF,-17.5667,-149.8667,73.13,81,100,4.14,light rain
599,Magdalena,PH,14.1999,121.429,79.43,95,100,8.28,overcast clouds
600,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,95.63,37,69,15.35,broken clouds
601,Kandi,BJ,11.1342,2.9386,90.41,44,100,5.61,overcast clouds
602,Lumphat,KH,13.4878,106.9816,70.39,94,92,3.76,overcast clouds
603,Arak,IR,34.0917,49.6892,57.34,25,0,1.97,clear sky
604,Karratha,AU,-20.7377,116.8463,81.36,49,76,8.5,light rain
605,Oksfjord,NO,70.2396,22.3479,32.92,89,100,7.99,snow
606,Yining,CN,29.0361,114.5636,56.66,74,100,0.6,light rain
607,Nuevo Progreso,MX,23.1667,-97.95,81.59,85,13,1.57,few clouds
608,Suphan Buri,TH,14.4742,100.1222,77.99,95,87,4.14,overcast clouds
609,Honiara,SB,-9.4333,159.95,76.55,83,11,4.68,few clouds
610,Kamennomostskiy,RU,44.2983,40.1856,55.02,56,21,2.73,few clouds
611,Tranas,SE,58.0372,14.9782,45.37,70,10,4.9,clear sky
612,Maua,BR,-23.6678,-46.4614,87.08,58,0,5.21,clear sky
613,Tutoia,BR,-2.7619,-42.2744,91.38,62,93,12.06,overcast clouds
614,Hella,NO,67.2,14.4333,33.94,71,40,11.5,scattered clouds
615,Kailua,US,21.4022,-157.7394,76.98,73,20,13.8,few clouds
616,Tripoli,LY,32.8752,13.1875,86.97,33,98,0.18,overcast clouds
617,Prince Rupert,CA,54.3161,-130.3201,43.65,88,100,10.69,light rain
618,Batamshinskiy,KZ,50.5594,58.2747,50.38,79,5,17.07,clear sky
619,Kyzyl-Suu,KG,42.3414,78.0056,32.4,55,4,8.46,clear sky
620,Wanaka,NZ,-44.7,169.15,56.1,71,100,1.99,overcast clouds
621,Sayat,TM,38.7839,63.8803,55.17,25,0,8.48,clear sky
622,Hami,CN,42.8,93.45,52.27,36,100,7.23,overcast clouds
623,Camachile,PH,14.6436,120.5808,80.19,87,100,9.78,overcast clouds
624,Svetlaya,RU,46.5389,138.3297,42.8,70,12,5.48,few clouds
625,Dalbandin,PK,28.8947,64.4101,66.09,15,0,5.84,clear sky
626,Kostomuksha,RU,64.571,30.5767,24.91,95,100,4.14,overcast clouds
627,Mehamn,NO,71.0357,27.8492,34.3,74,100,14.38,light snow
628,Kota Bahru,MY,6.1333,102.2386,77.95,87,95,3.78,overcast clouds
629,Mayumba,GA,-3.432,10.6554,79.63,76,82,6.13,broken clouds
630,Bom Jesus,BR,-9.0744,-44.3586,89.4,52,53,3.85,broken clouds
631,Port-Gentil,GA,-0.7193,8.7815,78.21,78,100,7.38,overcast clouds
632,Asfi,MA,32.2994,-9.2372,72.59,49,0,19.01,clear sky
633,Belmonte,BR,-15.8631,-38.8828,79.3,89,100,9.98,light rain
634,Santa Fe,AR,-31.6333,-60.7,70.02,70,100,5.01,overcast clouds
635,Huanan,CN,46.2167,130.5167,40.03,55,0,7.25,clear sky
636,Nelson Bay,AU,-32.7167,152.15,68.0,96,62,4.79,broken clouds
637,Villa Carlos Paz,AR,-31.4241,-64.4978,65.05,68,94,4.0,overcast clouds
638,Batticaloa,LK,7.7102,81.6924,80.64,76,96,1.54,overcast clouds
639,Kachiry,KZ,53.0675,76.1036,49.23,59,19,16.91,few clouds
640,Praia Da Vitoria,PT,38.7333,-27.0667,73.76,65,2,10.4,clear sky
641,Camocim,BR,-2.9022,-40.8411,90.37,54,92,13.94,overcast clouds
642,Mehriz,IR,31.5917,54.4318,63.1,26,0,3.11,clear sky
643,Torrington,US,41.8007,-73.1212,53.55,72,75,1.01,broken clouds
644,Noyabrsk,RU,63.1994,75.4507,35.55,99,100,15.7,overcast clouds
645,Norman Wells,CA,65.282,-126.8329,27.54,94,53,2.55,broken clouds
646,Raton,US,36.9034,-104.4391,61.05,33,1,8.05,clear sky
647,Estelle,US,29.8458,-90.1067,80.01,74,75,6.91,broken clouds
648,Viedma,AR,-40.8135,-62.9967,62.74,31,65,26.42,broken clouds
649,Hanko,FI,59.8333,22.95,36.84,75,100,21.47,overcast clouds
650,Camacha,PT,33.0833,-16.3333,71.53,53,20,13.8,few clouds
651,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,75,75,13.0,broken clouds
652,Zaraza,VE,9.3503,-65.3245,90.57,46,30,9.95,scattered clouds
653,Rancharia,BR,-22.2292,-50.8931,87.85,29,2,14.43,clear sky
654,Ancud,CL,-41.8697,-73.8203,57.42,61,23,9.42,few clouds
655,Sotouboua,TG,8.5667,0.9833,79.32,75,100,3.96,overcast clouds
656,Udachnyy,RU,66.4167,112.4,25.45,84,31,19.22,scattered clouds
657,Elmina,GH,5.0898,-1.348,81.1,77,62,9.19,light rain
658,Longyan,CN,25.1072,117.0225,57.42,98,100,2.84,overcast clouds
659,Cravo Norte,CO,6.3017,-70.2041,87.76,57,5,13.06,clear sky
660,Mayo,US,38.8876,-76.5119,63.55,81,90,0.0,overcast clouds
661,Luoyang,CN,34.6836,112.4536,54.63,58,85,1.7,overcast clouds
662,Muroto,JP,33.2833,134.15,60.89,58,0,14.97,clear sky
663,Boda,CF,4.3189,17.4695,80.49,84,77,1.74,moderate rain
664,Yulara,AU,-25.2406,130.9889,69.64,32,0,8.05,clear sky
665,Grand Gaube,MU,-20.0064,57.6608,76.37,71,4,5.99,clear sky
666,Hualmay,PE,-11.0964,-77.6139,66.54,73,43,10.49,scattered clouds
667,Tagusao,PH,9.1924,117.8141,76.87,87,100,2.37,overcast clouds
668,Christchurch,NZ,-43.5333,172.6333,54.0,85,75,1.01,broken clouds
669,Skowhegan,US,44.7651,-69.7192,48.52,77,100,4.03,overcast clouds
670,Siwana,IN,25.6333,72.4167,79.27,55,0,10.33,clear sky
671,Mut,TR,36.6439,33.4389,66.25,27,0,2.42,clear sky
672,Mogwase,ZA,-25.185,27.2665,92.66,7,0,16.84,clear sky
673,Vanderhoof,CA,54.0166,-124.0198,35.42,93,58,5.86,broken clouds
674,Kyenjojo,UG,0.6328,30.6214,68.02,87,99,1.63,light rain
675,Saint-Georges,GD,12.0564,-61.7485,85.68,66,40,23.02,scattered clouds
676,Kurchum,KZ,48.5722,83.6542,39.22,48,16,5.12,few clouds
677,Kamaishi,JP,39.2667,141.8833,45.21,74,3,5.82,clear sky
678,Port Lincoln,AU,-34.7333,135.8667,53.98,77,4,11.45,clear sky
