City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
336,Vao,NC,72.1,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
337,Yarada,IN,84.52,mist,17.65,83.2667,Vishranti
338,Hit,IQ,78.12,scattered clouds,33.6416,42.8251,صالون زيرو
341,Cervo,ES,68.2,overcast clouds,43.6702,-7.4101,Hotel Spa Galatea
342,Ahuimanu,US,76.71,few clouds,21.4447,-157.8378,Paradise Bay Resort
343,Soe,ID,68.99,overcast clouds,-9.8607,124.284,Dena Hotel
344,Tanete,ID,76.75,broken clouds,-3.9443,119.7848,Wisma Tri Multi
346,Kudahuvadhoo,MV,82.72,few clouds,2.6708,72.8944,Niyama Private Islands Maldives
347,Hirara,JP,76.05,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
348,Santa Cruz,BO,89.65,smoke,-17.8,-63.1667,Aviador Hotel Boutique
349,San Ramon,US,56.21,broken clouds,37.7799,-121.978,San Ramon Marriott
350,Buraydah,SA,86.92,clear sky,26.326,43.975,فندق راحة السلام
351,Kloulklubed,PW,77.5,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
352,Rahuri,IN,76.55,scattered clouds,19.3833,74.65,Vitthal Kamats
353,Davila,PH,80.28,overcast clouds,18.4726,120.5763,Blue Ridge Beach Resort
354,Bosaso,SO,81.55,clear sky,11.2842,49.1816,Red Sea Hotel
355,Oranjestad,AW,89.55,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
356,Antofagasta,CL,61.88,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
357,Guangyuan,CN,55.83,overcast clouds,32.442,105.823,Guangyuan Poetry Hotel
358,Champerico,GT,88.75,broken clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
359,Nagydobos,HU,53.64,overcast clouds,48.0576,22.3042,Szamos-Party Vendégház
360,Saint Simons,US,77.04,clear sky,31.1352,-81.3901,"Holiday Inn Express Saint Simons Island, an IHG Hotel"
361,Ballina,AU,70.79,clear sky,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
362,Tapah,MY,75.27,overcast clouds,4.2004,101.2598,Shahrini Homestay
363,Pombia,IT,65.32,few clouds,45.653,8.6336,Albergo Fontana
364,Atambua,ID,77.11,overcast clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
365,Zhicheng,CN,54.93,light rain,30.2956,111.5047,Wangjiang Building
366,Anloga,GH,80.47,moderate rain,5.7947,0.8973,Pin Drop Hotel
367,Horn Lake,US,66.18,few clouds,34.9554,-90.0348,"Hilton Garden Inn Memphis/Southaven, MS"
369,Tura,IN,67.28,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
370,Rocha,UY,65.14,moderate rain,-34.4833,-54.3333,Beleza Pura B&B
371,Villa Bruzual,VE,85.69,scattered clouds,9.3328,-69.1208,hotel italia
372,Half Moon Bay,US,57.7,mist,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
373,Les Cayes,HT,85.89,scattered clouds,18.2,-73.75,Villa Orphee
374,Mala,PE,68.0,broken clouds,-12.6581,-76.6308,Hotel Granda
375,Saint-Pierre,RE,78.48,light rain,-21.3393,55.4781,Lindsey Hôtel
377,La Solana,ES,69.51,clear sky,38.9442,-3.2381,Apartamento Prado
379,Elizabeth City,US,71.65,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
380,Mwene-Ditu,CD,84.25,overcast clouds,-7.0,23.45,Hôtel Kamas
381,Gairatganj,IN,69.93,clear sky,23.4202,78.2385,new garib namz road lines
382,Barcelona,ES,74.3,few clouds,41.3888,2.159,Axel Hotel Barcelona
383,Souillac,MU,76.35,clear sky,-20.5167,57.5167,Shanti Maurice Resort & Spa
384,Ucluelet,CA,50.31,light rain,48.9329,-125.5528,Black Rock Oceanfront Resort
386,Hirado,JP,62.47,clear sky,33.3597,129.5531,Samson Hotel
387,Pailon,BO,91.08,clear sky,-17.65,-62.75,Alojamiento pailon
388,Irbil,IQ,71.42,clear sky,36.1926,44.0106,Erbil International Hotel
389,Hershey,US,57.81,overcast clouds,40.2859,-76.6503,Days Inn by Wyndham Hershey
390,Kiama,AU,64.58,broken clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
391,Kieta,PG,79.0,clear sky,-6.2167,155.6333,Uruna Bay Retreat
392,Tezu,IN,70.77,clear sky,27.9167,96.1667,Circuit House
393,Xuddur,SO,79.52,broken clouds,4.1213,43.8894,Banjanay Hotel
394,Bardiyah,LY,72.93,clear sky,31.7561,25.0865,بورتو بردية
395,Portland,US,53.15,mist,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
396,Alta Floresta,BR,93.74,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
397,Byron Bay,AU,71.87,clear sky,-28.65,153.6167,Backpackers Inn on the Beach
398,Asau,RO,56.95,clear sky,46.4333,26.4,Casa Mika Ciobanus
399,Hennenman,ZA,81.72,clear sky,-27.9765,27.0242,Die ou Wingerdstok Hennenman
400,Sakakah,SA,80.33,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
401,Nebbi,UG,75.49,light rain,2.4783,31.0889,Satellite One Hotel
402,Svoge,BG,64.26,overcast clouds,42.9667,23.35,Маймун Дере
403,Buritis,BR,94.93,few clouds,-15.6178,-46.4233,Hotel Rainha do Vale
404,Nyzhni Sirohozy,UA,54.21,overcast clouds,46.8484,34.3804,"КАФЕ & ГОСТИНИЦА ""Акуна Матата"""
405,Pacifica,US,57.52,mist,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
406,Kalianget,ID,84.27,overcast clouds,-7.05,113.9333,Pesanggrahan Garam
407,Nurota,UZ,51.89,clear sky,40.5614,65.6886,Guest House Ruslan Nurata & Tours
408,Muros,ES,64.99,light rain,42.7762,-9.0603,Apartment Av. Castelao
409,Pafos,CY,73.31,few clouds,34.7667,32.4167,Elysium Hotel
410,Gubbio,IT,64.96,broken clouds,43.3545,12.5725,Park Hotel ai Cappuccini
411,Lodwar,KE,93.72,few clouds,3.1191,35.5973,Solmar Gracious Hotel
412,Meulaboh,ID,78.46,overcast clouds,4.1363,96.1285,Kost Pria
413,Cap Malheureux,MU,76.46,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
414,Nova Olinda Do Norte,BR,96.53,overcast clouds,-3.8881,-59.0942,Jardim Paiva Hotel
416,Garowe,SO,87.64,clear sky,8.4054,48.4845,Curubo Hotel
417,Mecca,SA,88.57,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
418,Todos Santos,MX,76.75,broken clouds,23.45,-110.2167,Hotel California Todos Santos
419,Namatanai,PG,79.36,scattered clouds,-3.6667,152.4333,Seagulls Inn Namatani
420,Maryville,US,62.19,few clouds,35.7565,-83.9705,"Holiday Inn Express & Suites Alcoa (Knoxville Airport), an IHG Hotel"
421,Matay,EG,80.26,clear sky,28.419,30.7792,Nag Aespen
422,Starkville,US,64.06,clear sky,33.4504,-88.8184,Hilton Garden Inn Starkville
423,Cookeville,US,59.92,clear sky,36.1628,-85.5016,La Quinta Inn & Suites by Wyndham Cookeville
424,Haapiti,PF,73.13,light rain,-17.5667,-149.8667,Linareva Moorea Beach Resort
425,Magdalena,PH,79.43,overcast clouds,14.1999,121.429,Samparada & Gestiada Residences
426,Rio Verde De Mato Grosso,BR,95.63,broken clouds,-18.9181,-54.8442,Hotel Valência
427,Kandi,BJ,90.41,overcast clouds,11.1342,2.9386,Baric Motel De Kandi
428,Lumphat,KH,70.39,overcast clouds,13.4878,106.9816,Lumphat Homestay
429,Arak,IR,57.34,clear sky,34.0917,49.6892,خانه سازمانهای غیر دولتی استان مرکزی
430,Karratha,AU,81.36,light rain,-20.7377,116.8463,ibis Styles Karratha
431,Yining,CN,56.66,light rain,29.0361,114.5636,Xiushui Hotel
432,Nuevo Progreso,MX,81.59,few clouds,23.1667,-97.95,Balneario Rio el Paraiso
433,Suphan Buri,TH,77.99,overcast clouds,14.4742,100.1222,Vasidtee City Hotel
434,Honiara,SB,76.55,few clouds,-9.4333,159.95,Heritage Park Hotel
435,Kamennomostskiy,RU,55.02,few clouds,44.2983,40.1856,Guest House Behind the river
436,Maua,BR,87.08,clear sky,-23.6678,-46.4614,Hotel Capriccio Mauá
437,Tutoia,BR,91.38,overcast clouds,-2.7619,-42.2744,Pousada Guará's
438,Kailua,US,76.98,few clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
439,Tripoli,LY,86.97,overcast clouds,32.8752,13.1875,Hotel Al-Safwa
441,Wanaka,NZ,56.1,overcast clouds,-44.7,169.15,Wanaka Homestead Lodge and Cottages
443,Hami,CN,52.27,overcast clouds,42.8,93.45,Laoyutang Resort
444,Camachile,PH,80.19,overcast clouds,14.6436,120.5808,Villa Catalina Resort
445,Dalbandin,PK,66.09,clear sky,28.8947,64.4101,Gidaan Guest House
446,Kota Bahru,MY,77.95,overcast clouds,6.1333,102.2386,Grand Riverview Hotel
447,Mayumba,GA,79.63,broken clouds,-3.432,10.6554,LIKWALE LODGE
448,Bom Jesus,BR,89.4,broken clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
449,Port-Gentil,GA,78.21,overcast clouds,-0.7193,8.7815,Fengshui Residence
450,Asfi,MA,72.59,clear sky,32.2994,-9.2372,Hôtel Abda
451,Belmonte,BR,79.3,light rain,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
452,Santa Fe,AR,70.02,overcast clouds,-31.6333,-60.7,Conquistador Hotel
453,Nelson Bay,AU,68.0,broken clouds,-32.7167,152.15,Mantra Nelson Bay
454,Villa Carlos Paz,AR,65.05,overcast clouds,-31.4241,-64.4978,Monte Carlo
455,Batticaloa,LK,80.64,overcast clouds,7.7102,81.6924,Grand Star Guest House
456,Praia Da Vitoria,PT,73.76,clear sky,38.7333,-27.0667,Hotel Branco I
457,Camocim,BR,90.37,overcast clouds,-2.9022,-40.8411,Hotel Ilha do Amor
458,Mehriz,IR,63.1,clear sky,31.5917,54.4318,Mehrgard dwelling/سرای مهرگرد
459,Torrington,US,53.55,broken clouds,41.8007,-73.1212,The Yankee Pedlar Inn
460,Raton,US,61.05,clear sky,36.9034,-104.4391,"Holiday Inn Express & Suites Raton, an IHG Hotel"
461,Estelle,US,80.01,broken clouds,29.8458,-90.1067,Boomtown Casino & Hotel New Orleans
462,Viedma,AR,62.74,broken clouds,-40.8135,-62.9967,Hotel Cristal
463,Camacha,PT,71.53,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
464,Los Llanos De Aridane,ES,69.55,broken clouds,28.6585,-17.9182,Valle Aridane
465,Zaraza,VE,90.57,scattered clouds,9.3503,-65.3245,Hotel Zaraza
466,Rancharia,BR,87.85,clear sky,-22.2292,-50.8931,Eros Motel
467,Ancud,CL,57.42,few clouds,-41.8697,-73.8203,Hotel Arena Gruesa
468,Sotouboua,TG,79.32,overcast clouds,8.5667,0.9833,Auberge Médina
469,Elmina,GH,81.1,light rain,5.0898,-1.348,Esteem Kofi and Adjoa Guesthouse
470,Longyan,CN,57.42,overcast clouds,25.1072,117.0225,Jinjiang Inn Longyan Zhongshan Road Pedestrian Street
471,Cravo Norte,CO,87.76,clear sky,6.3017,-70.2041,Hotel Potosí Los Mirtos
472,Mayo,US,63.55,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
473,Luoyang,CN,54.63,overcast clouds,34.6836,112.4536,易家国际青年旅舍
474,Muroto,JP,60.89,clear sky,33.2833,134.15,Oota Ryokan
476,Yulara,AU,69.64,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
477,Grand Gaube,MU,76.37,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
478,Hualmay,PE,66.54,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
479,Tagusao,PH,76.87,overcast clouds,9.1924,117.8141,Toledo
480,Christchurch,NZ,54.0,broken clouds,-43.5333,172.6333,The George
481,Siwana,IN,79.27,clear sky,25.6333,72.4167,Krishna Tent House Siwana
482,Mut,TR,66.25,clear sky,36.6439,33.4389,Konak Otel
483,Mogwase,ZA,92.66,clear sky,-25.185,27.2665,De Skaap Accommodation & Event Venue
484,Kyenjojo,UG,68.02,light rain,0.6328,30.6214,Tropical Gardens
485,Saint-Georges,GD,85.68,scattered clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
486,Port Lincoln,AU,53.98,clear sky,-34.7333,135.8667,Port Lincoln Hotel
